3,159,40
2,721,14
3,957,29
1,1219,4
1,1538,9
1,2452,1
2,2479,15
3,2808,49
3,2890,14
3,3075,10
2,3216,4
5,3273,67
1,3469,4
2,3621,17
2,3801,9
1,4068,9
1,4144,2
1,4301,4
2,4350,5
4,1080,24
5,1635,17
7,1940,38
4,2207,13
6,2737,21
4,3896,3
6,4404,29
6,108,19
5,1045,3
5,1573,9
5,3883,8
6,4345,25
9,532,45
8,1586,50
8,1814,35
6,2089,5
8,2697,38
5,3336,1
8,4476,25
8,94,23
8,1494,25
7,1848,20
8,4038,13
8,4244,4
11,32,40
11,3639,26
10,4452,26
11,1140,13
10,2085,8
10,2214,4
9,2273,2
10,3426,14
11,3443,28
12,3601,48
10,4528,18
14,1199,59
12,2377,6
14,3721,38
14,4318,40
14,17,18
16,3839,49
14,1792,2
15,2067,19
15,2404,13
14,3436,14
13,4155,1
16,204,20
17,3747,22
15,3799,10
18,1416,33
16,1488,7
18,2759,33
16,2859,5
16,4265,10
18,3083,11
21,1095,64
20,1807,8
21,4046,20
22,1168,17
21,1639,6
23,2396,10
23,3428,14
25,4086,49
25,1656,44
24,2172,14
25,4562,47
26,2239,26
24,4140,4
25,4427,14
25,3146,11
28,99,29
26,574,4
27,758,16
29,2772,63
28,1617,15
29,2324,29
31,533,56
30,945,32
28,1005,7
30,3013,26
28,3448,12
29,3885,17
30,409,19
30,3354,23
28,4398,1
31,1644,13
31,1847,13
30,416,1
31,2192,6
32,3331,24
33,1205,25
33,1768,14
32,2204,7
32,3784,17
33,4361,15
36,1062,43
35,2558,38
33,4695,4
33,169,1
34,1281,9
36,1812,43
37,2389,42
36,2961,40
34,3745,2
36,1247,14
35,2034,11
37,2228,8
38,1344,21
36,1473,1
39,2717,38
37,3164,4
37,3241,5
40,3499,41
38,4110,11
38,2584,15
40,421,19
40,1573,13
39,2088,6
42,288,34
42,624,49
42,1263,34
41,1779,11
40,2069,10
42,3842,40
41,2261,6
45,2622,57
40,4681,4
44,55,38
43,2418,23
45,2774,54
46,3422,63
44,1985,19
44,1709,1
46,4076,21
44,4496,2
49,1156,50
47,2760,23
47,2891,22
45,2897,1
47,4481,33
48,2670,16
48,4182,15
51,699,47
50,4757,37
50,4129,14
49,24,5
52,261,36
50,335,9
51,1867,11
51,2977,24
49,3444,2
51,4279,17
53,174,14
52,2036,4
52,2289,2
52,2853,4
51,3890,3
53,2380,3
55,4033,33
53,4053,9
54,234,5
54,573,4
54,3128,6
54,3448,4
54,907,1
57,1389,31
54,3549,3
55,2092,5
57,2223,10
58,3162,40
58,543,21
60,2392,65
57,3199,8
61,3813,78
57,4167,9
60,1173,40
58,1718,11
57,2265,4
58,4587,17
60,57,17
58,3832,1
60,6,6
60,35,11
59,1156,3
62,2917,42
61,3967,13
60,862,3
61,2140,13
63,2622,39
61,3115,13
64,1949,44
64,3995,3
66,4346,37
66,4396,30
65,2376,10
65,3420,3
67,4117,45
66,4603,15
66,1981,5
68,3077,37
68,4089,24
67,4593,17
69,289,48
68,1160,27
71,907,45
68,2694,9
70,3598,32
69,1121,4
71,1184,24
69,3205,5
70,3386,19
68,3504,1
69,3956,2
70,1056,9
74,1112,77
72,1347,40
70,2582,4
74,3028,95
70,4151,9
71,4355,13
71,4077,7
72,655,4
73,1028,12
76,4550,78
74,609,18
78,1370,67
75,2224,32
72,2423,5
72,2528,3
76,3977,54
72,4187,3
75,2626,17
75,3124,12
77,448,28
77,636,37
76,1782,22
77,2495,29
77,3171,52
78,979,34
78,1897,30
76,3564,8
77,3711,10
75,4740,1
77,1231,8
76,2110,3
77,2115,5
78,3117,15
79,3353,21
78,3604,19
78,3936,24
79,1953,8
78,2048,4
81,1935,41
79,2515,10
79,2525,10
80,2713,16
84,519,84
84,589,90
83,850,45
80,2108,2
80,4062,4
82,4734,28
82,1252,24
80,2936,2
83,3537,28
80,4073,1
82,2144,4
83,3987,21
85,1264,24
85,1832,18
83,2108,2
84,2951,16
83,3082,11
87,2564,50
84,4037,8
86,2858,21
88,1864,25
86,2115,8
86,4674,4
88,700,17
87,2321,16
87,4650,14
88,2160,14
88,3256,15
87,4155,1
90,1733,12
89,3943,6
91,2227,29
91,2489,20
91,3756,12
91,840,14
94,1328,68
91,565,2
93,928,18
92,1978,7
92,3729,2
91,3963,2
93,4290,21
92,4636,11
93,2150,5
96,1313,32
96,3499,54
94,846,3
96,3481,13
98,3588,59
96,3687,21
97,4096,56
95,4550,7
99,1111,53
98,3232,31
99,615,46
100,1411,66
97,4486,8
99,918,23
98,2184,2
98,2249,13
98,2674,9
97,3622,1
101,4059,47
99,4479,12
99,867,10
102,1732,53
99,2441,1
101,2758,13
103,3101,52
101,4086,19
101,4559,11
102,293,29
102,675,15
103,4070,42
100,4263,6
103,653,13
107,759,74
102,1939,7
102,2741,5
103,2847,21
102,3366,6
103,861,6
103,2338,9
103,2537,16
104,2599,23
105,4144,20
107,173,33
104,3652,4
106,3126,4
107,3519,19
106,4719,6
110,434,50
108,1918,24
109,2155,32
109,4552,35
108,1216,12
108,1637,6
108,2016,3
108,2438,3
109,4016,2
110,2219,2
110,4348,10
111,1019,12
111,3328,5
112,4195,14
113,9,8
113,1866,14
112,2468,2
112,2507,10
112,2756,2
113,3314,17
114,3534,33
116,595,54
112,691,1
112,4207,2
114,267,15
114,612,12
117,1585,50
114,2446,19
114,2607,9
116,850,13
115,2948,10
117,3466,20
116,3949,23
118,582,29
115,997,6
117,1915,13
117,714,7
121,2676,90
118,3068,4
121,3823,43
118,4693,7
122,663,41
119,1571,2
120,1907,16
119,1988,6
121,82,19
122,1325,33
121,155,14
122,224,15
121,3358,5
124,43,36
121,3700,3
122,3869,14
125,1478,29
124,4279,30
124,121,11
127,191,69
126,441,31
123,1762,1
124,2056,5
125,2094,11
125,2164,16
127,3441,41
124,3682,6
125,3803,13
125,74,5
126,277,17
124,1825,1
126,2258,17
126,3150,19
127,3566,8
126,3955,9
128,2568,28
127,3285,10
128,1389,7
128,2742,5
128,3580,2
130,1627,24
128,1922,2
131,2380,14
133,3511,39
130,3707,11
131,610,8
135,634,70
132,751,14
131,1020,10
131,2619,10
134,2127,26
136,2975,60
134,4006,40
131,4800,1
135,354,25
133,1549,9
137,936,49
135,3968,15
136,908,16
135,1127,12
136,1939,17
136,2831,15
134,3429,3
134,3539,2
137,743,22
136,2468,6
136,2739,4
138,3104,42
136,4787,2
136,4790,3
137,162,7
139,2641,40
137,805,3
138,2491,6
140,3782,19
142,4791,17
141,1208,26
140,1719,8
141,1880,10
141,4581,9
142,4694,13
140,4784,1
143,527,19
144,2793,37
142,3691,3
142,4675,9
143,3120,13
142,4120,3
143,4204,9
142,4786,1
145,609,12
144,1247,5
144,1885,11
145,2091,11
144,2876,12
145,1135,4
145,3926,4
145,4343,8
145,4737,2
147,442,8
148,3568,15
147,3695,6
149,3863,42
147,4615,8
149,1909,18
148,2571,4
150,3947,17
150,2067,4
150,3178,4
150,3431,1
152,4093,16
154,354,26
152,986,13
152,1944,3
153,4006,25
155,4263,35
156,3118,29
157,4231,45
156,2523,24
155,2998,8
155,3758,8
156,1092,4
157,4445,25
157,4552,25
157,4639,13
159,3372,33
159,4190,27
158,4357,15
162,2017,82
158,2206,4
158,2535,14
159,3054,10
160,1074,21
160,1702,14
160,3981,20
160,1568,11
162,1777,29
160,4606,4
160,197,2
163,2354,34
161,3637,3
162,4140,12
162,752,4
166,1622,83
164,2952,32
166,206,43
164,1370,35
164,3198,20
165,740,21
163,871,5
164,1177,9
165,523,8
168,600,42
166,1138,4
166,3381,2
167,4687,16
167,993,8
168,1806,20
167,4266,11
167,2751,1
170,2787,35
169,3028,23
169,3563,14
171,1652,41
171,2446,22
170,2683,3
169,3388,2
173,3480,20
174,1820,15
175,2901,42
173,3977,4
174,4500,16
174,932,2
174,2156,8
176,2272,22
174,2534,9
177,4009,65
177,4096,54
175,2566,4
174,2679,2
177,2857,26
176,2400,5
179,3927,46
176,222,3
177,3353,6
179,1108,17
179,1843,22
180,4195,25
180,160,17
181,1428,35
181,906,14
180,2219,16
181,2668,19
183,2675,35
182,3101,6
183,3484,14
181,3637,1
182,3892,7
184,459,11
182,708,1
183,1091,12
187,3456,76
186,3841,34
185,896,12
186,1023,17
186,1851,15
186,150,9
185,360,4
186,667,2
186,1074,10
187,1944,23
187,2434,28
185,2864,1
186,3805,14
187,4375,30
188,178,31
187,544,13
188,2727,14
188,3610,17
189,4766,36
187,456,1
188,733,12
188,2796,13
189,3400,14
188,3785,7
190,3961,44
188,4129,11
188,4493,8
190,242,20
189,1512,9
191,4148,40
192,832,33
191,1473,8
190,2496,10
190,2891,15
190,2899,7
191,4453,16
190,2765,2
191,3665,8
191,4760,10
192,2256,2
192,2850,7
194,4479,38
192,451,1
193,709,10
194,4516,19
195,430,18
196,3587,33
195,4063,4
195,1084,1
196,1458,11
196,3486,3
199,4297,49
200,1896,46
197,2888,8
196,3051,5
197,3949,14
202,566,52
200,1324,40
199,4269,17
201,2028,41
198,3514,6
200,856,14
202,3657,29
201,413,7
200,2932,1
202,795,9
201,3071,5
202,3577,13
203,4262,24
205,737,37
203,1752,4
204,4550,14
204,962,12
205,1432,30
206,2043,32
205,2212,22
205,2399,22
205,3079,16
205,3555,9
204,4234,5
206,4543,22
205,913,14
206,2097,6
206,3159,8
208,3200,34
206,3377,12
207,3460,13
208,1581,19
208,871,9
209,3178,17
207,3815,6
209,256,5
212,2971,50
210,4335,23
209,839,2
211,969,28
211,1143,14
211,3213,8
212,4360,21
211,4686,7
215,35,38
214,1104,57
214,3394,28
213,3661,8
213,4054,10
213,4147,19
214,4196,30
215,833,38
212,2538,2
213,3604,7
216,4278,73
213,4443,10
214,2458,9
214,3910,17
215,1005,4
217,1822,23
216,3205,27
218,1438,37
216,1512,9
217,3496,26
216,4162,6
219,4104,42
219,1857,31
218,2368,4
217,3443,5
217,3990,5
218,4170,8
220,1482,19
221,4605,21
222,3016,40
222,4635,33
224,175,58
222,2595,17
226,723,70
223,873,17
222,1113,8
222,2108,4
224,545,18
224,648,16
224,793,23
224,1057,21
224,1411,23
224,1817,18
227,2378,57
228,2524,71
227,1226,29
228,3007,30
227,3270,20
227,3463,26
226,3632,14
227,3677,26
230,2073,36
226,3662,1
228,4674,20
228,760,10
228,1296,7
227,2569,3
228,2823,6
231,4036,71
229,152,2
228,780,1
232,1518,47
228,1969,6
232,2193,36
228,2246,1
230,3431,22
231,3784,25
231,3799,35
229,3928,14
233,1201,48
230,3397,7
231,2502,7
233,1578,24
232,2081,13
233,2096,16
233,955,8
234,3891,18
234,775,8
235,1987,11
235,4295,14
235,293,14
238,660,68
235,1150,9
238,1172,56
234,4196,1
237,4446,35
236,1590,4
236,3599,4
236,3848,4
240,4467,53
241,2358,73
241,834,30
241,1251,49
239,2508,2
240,3616,25
240,3789,12
243,4300,67
241,2830,16
240,3207,13
243,4547,64
241,9,2
240,2656,3
242,4086,14
243,4458,36
242,4515,18
243,621,11
243,810,11
241,2147,2
243,2550,32
242,4502,8
244,785,24
246,2223,63
243,2252,12
245,3585,26
243,3661,4
244,3990,21
243,3997,5
246,3542,36
246,2866,19
248,1391,36
246,1997,5
246,3033,10
246,3041,6
249,3322,52
247,4118,15
249,1562,33
247,2518,4
247,3080,2
247,3400,6
248,109,14
248,2779,11
249,3639,15
249,2058,4
253,2261,55
251,3242,37
251,157,19
251,1021,29
251,1497,18
251,2350,20
250,2403,11
253,3224,48
251,3597,25
251,4020,11
251,2495,6
252,2302,6
252,2557,13
252,4540,6
252,4645,9
254,4659,44
252,970,1
254,3686,10
254,4285,4
256,57,21
256,1739,28
257,8,17
256,598,12
256,2232,12
257,3777,17
256,127,2
259,2056,23
256,3781,3
256,3900,3
258,4023,11
256,4047,1
256,4534,1
256,4618,2
258,690,11
258,1437,13
259,2352,4
259,2896,5
260,1040,8
260,1320,12
261,2972,19
261,3095,30
263,1029,45
261,1120,12
262,1898,12
261,2877,8
261,3875,2
264,4481,48
264,2090,27
261,2569,1
264,592,19
264,920,27
266,955,52
265,1514,18
263,2168,7
265,2504,21
263,3035,3
265,102,9
268,1303,64
266,1655,28
265,3085,3
266,215,7
271,1200,67
269,1420,39
266,2666,2
267,3558,9
269,4390,40
269,38,22
270,900,36
268,3674,10
269,3837,11
272,2107,15
269,2113,3
270,2600,13
270,3307,21
269,4250,9
271,923,15
271,554,8
272,1813,29
272,2072,19
271,3989,7
274,4526,56
271,4776,5
274,2025,38
274,3021,47
273,4605,30
274,909,16
274,1059,8
275,1803,13
274,2114,2
275,2156,11
274,2839,3
274,3127,9
277,3667,54
274,4629,6
276,2648,13
276,1610,7
275,2102,1
276,2981,20
277,980,6
278,1242,28
276,2431,5
280,64,34
280,2491,26
278,2879,4
280,4641,28
279,1180,8
282,1396,54
280,2204,28
280,2572,29
280,2662,23
278,3124,1
278,3755,3
281,3985,35
281,4243,37
283,3104,71
282,1437,14
282,258,9
282,657,2
283,813,24
283,948,7
281,953,2
281,1852,2
284,1965,16
283,3601,14
283,3633,8
286,1646,63
284,1686,22
285,2044,37
285,2735,32
284,223,10
285,834,16
284,2153,6
285,2139,9
288,2378,52
285,3684,9
288,532,23
287,2596,27
287,2954,27
287,3413,14
288,3653,27
287,4335,14
286,947,1
288,1220,15
288,207,7
288,2702,8
288,3003,4
289,1443,10
288,3023,1
290,1582,14
291,1605,15
290,2293,7
289,4105,5
293,3400,14
296,4533,57
295,2092,27
296,3907,33
294,4231,14
296,1822,21
295,2897,9
297,3604,30
296,3376,10
297,3724,15
297,109,13
299,2199,41
301,2141,70
299,2959,30
299,3674,10
301,1292,17
300,2947,2
301,3897,14
300,435,1
302,520,23
303,606,34
301,1509,10
